underlying_price,strike,maturity,volatility,option_type,market_price,bid,ask,volume,open_interest,expiration,moneyness,bs_price,risk_free_rate
272.14,210.0,0.3863013698630137,0.34802898071289057,put,2.8600000000000003,2.75,2.97,165.0,1005,2026-07-17,0.7716616447416771,2.3841493047491973,0.05
272.14,215.0,0.3863013698630137,0.3394841442871094,put,3.4000000000000004,3.35,3.45,75.0,3892,2026-07-17,0.7900345410450503,2.7763246816209914,0.05
272.14,220.0,0.3863013698630137,0.331061376953125,put,3.925,3.85,4.0,83.0,2771,2026-07-17,0.8084074373484237,3.2282346205923247,0.05
272.14,225.0,0.3863013698630137,0.3219061950683593,put,4.525,4.45,4.6,165.0,7991,2026-07-17,0.8267803336517969,3.718530766988657,0.05
272.14,230.0,0.3863013698630137,0.31323928955078123,put,5.225,5.15,5.3,117.0,3653,2026-07-17,0.8451532299551702,4.29479491428372,0.05
272.14,235.0,0.3863013698630137,0.3047249703979492,put,6.025,5.95,6.1,123.0,1632,2026-07-17,0.8635261262585434,4.957273555699274,0.05
272.14,240.0,0.3863013698630137,0.3029549685668945,put,7.1,6.85,7.35,142.0,5040,2026-07-17,0.8818990225619167,6.0223381299054495,0.05
272.14,245.0,0.3863013698630137,0.28888650573730457,put,8.025,7.95,8.1,61.0,4626,2026-07-17,0.90027191886529,6.627190296118542,0.05
272.14,250.0,0.3863013698630137,0.2809520147705078,put,9.225000000000001,9.15,9.3,196.0,6559,2026-07-17,0.9186448151686633,7.635776862134435,0.05
272.14,255.0,0.3863013698630137,0.27295648925781246,put,10.4,10.15,10.65,113.0,6460,2026-07-17,0.9370177114720365,8.77560879696017,0.05
272.14,260.0,0.3863013698630137,0.26544924011230464,put,11.875,11.55,12.2,242.0,1656,2026-07-17,0.9553906077754097,10.094558053400533,0.05
272.14,265.0,0.3863013698630137,0.2581250946044922,put,13.85,13.75,13.95,72.0,962,2026-07-17,0.973763504078783,11.594083148006433,0.05
272.14,270.0,0.3863013698630137,0.2507399145507812,put,15.825,15.75,15.9,1329.0,1487,2026-07-17,0.9921364003821563,13.276080063647484,0.05
272.14,275.0,0.3863013698630137,0.24451439086914065,put,18.0,17.85,18.15,34.0,1131,2026-07-17,1.0105092966855296,15.238394665992445,0.05
272.14,280.0,0.3863013698630137,0.24890887817382812,put,20.825000000000003,20.3,21.35,45.0,747,2026-07-17,1.028882192988903,18.137757627321378,0.05
272.14,290.0,0.3863013698630137,0.25196060546875,put,26.05,24.1,28.0,24.0,74,2026-07-17,1.0656279855956494,24.2122141876024,0.05
272.14,305.0,0.3863013698630137,0.23661041717529296,put,36.375,34.5,38.25,21.0,37,2026-07-17,1.120746674505769,33.602438115940174,0.05
272.14,310.0,0.3863013698630137,0.22034471069335934,put,40.25,38.95,41.55,5.0,18,2026-07-17,1.1391195708091424,36.57547183105075,0.05
272.14,130.0,0.4821917808219178,0.6959258923339844,call,144.64999999999998,142.95,146.35,5.0,93,2026-08-21,0.47769530388770487,147.3848003400164,0.05
272.14,150.0,0.4821917808219178,0.6117592535400393,call,125.3,123.55,127.05,45.0,215,2026-08-21,0.551186889101198,128.3964002258005,0.05
272.14,155.0,0.4821917808219178,0.6005899316406251,call,120.67500000000001,119.4,121.95,68.0,341,2026-08-21,0.5695597854045712,123.83783718464764,0.05
272.14,165.0,0.4821917808219178,0.5673261041259765,call,111.225,109.9,112.55,5.0,86,2026-08-21,0.6063055780113177,114.53519218955827,0.05
272.14,170.0,0.4821917808219178,0.5510909149169922,call,106.525,105.2,107.85,5.0,84,2026-08-21,0.624678474314691,109.90402181876803,0.05
272.14,180.0,0.4821917808219178,0.5159960510253907,call,97.07499999999999,95.8,98.35,9.0,73,2026-08-21,0.6614242669214375,100.59267812488378,0.05
272.14,205.0,0.4821917808219178,0.47543859527587884,call,74.35,73.05,75.65,15.0,183,2026-08-21,0.7532887484383038,79.26765373093443,0.05
272.14,210.0,0.4821917808219178,0.45795219787597663,call,70.25,69.4,71.1,13.0,536,2026-08-21,0.7716616447416771,74.7530837884178,0.05
272.14,240.0,0.4821917808219178,0.3726869372558594,call,44.775000000000006,43.95,45.6,7.0,713,2026-08-21,0.8818990225619167,49.21354145868153,0.05
272.14,245.0,0.4821917808219178,0.3729005581665039,call,41.675,40.85,42.5,9.0,526,2026-08-21,0.90027191886529,46.01101277179299,0.05
272.14,250.0,0.4821917808219178,0.3620974435424804,call,37.925,37.05,38.8,24.0,3195,2026-08-21,0.9186448151686633,42.24088401757359,0.05
272.14,255.0,0.4821917808219178,0.35480381530761707,call,34.400000000000006,33.35,35.45,35.0,579,2026-08-21,0.9370177114720365,38.79524435438083,0.05
272.14,260.0,0.4821917808219178,0.338171901550293,call,30.975,30.4,31.55,78.0,1358,2026-08-21,0.9553906077754097,34.81693180167062,0.05
272.14,265.0,0.4821917808219178,0.33777517700195314,call,27.825,26.7,28.95,141.0,551,2026-08-21,0.973763504078783,32.078659151094655,0.05
272.14,270.0,0.4821917808219178,0.3158942922973632,call,24.799999999999997,24.7,24.9,55.0,1713,2026-08-21,0.9921364003821563,27.92661818228649,0.05
272.14,275.0,0.4821917808219178,0.3088905781555175,call,22.0,21.9,22.1,247.0,1098,2026-08-21,1.0105092966855296,24.977019517582846,0.05
272.14,280.0,0.4821917808219178,0.30240565765380856,call,19.4,19.3,19.5,86.0,2142,2026-08-21,1.028882192988903,22.216109963423833,0.05
272.14,285.0,0.4821917808219178,0.2970041003417968,call,17.049999999999997,16.95,17.15,52.0,1364,2026-08-21,1.047255089292276,19.69402416884425,0.05
272.14,290.0,0.4821917808219178,0.2913889221191405,call,14.875,14.8,14.95,141.0,2394,2026-08-21,1.0656279855956494,17.318130331022687,0.05
272.14,295.0,0.4821917808219178,0.28684184844970695,call,12.9,12.8,13.0,66.0,907,2026-08-21,1.0840008818990226,15.187079367360752,0.05
272.14,300.0,0.4821917808219178,0.28278305114746094,call,11.15,11.05,11.25,165.0,5009,2026-08-21,1.102373778202396,13.256269241937204,0.05
272.14,305.0,0.4821917808219178,0.27857166748046874,call,9.575,9.5,9.65,71.0,631,2026-08-21,1.120746674505769,11.476802035842681,0.05
272.14,310.0,0.4821917808219178,0.27579459564208975,call,8.2,8.1,8.3,79.0,11638,2026-08-21,1.1391195708091424,9.954898260734126,0.05
272.14,315.0,0.4821917808219178,0.2731395928955078,call,6.824999999999999,6.55,7.1,23.0,521,2026-08-21,1.1574924671125157,8.58872295439339,0.05
272.14,320.0,0.4821917808219178,0.2699047619628906,call,5.925,5.85,6.0,54.0,2099,2026-08-21,1.1758653634158889,7.327433737630024,0.05
272.14,325.0,0.4821917808219178,0.268012691040039,call,5.025,4.95,5.1,27.0,594,2026-08-21,1.1942382597192622,6.2810311086554265,0.05
272.14,330.0,0.4821917808219178,0.26593751647949215,call,4.25,4.2,4.3,26.0,1980,2026-08-21,1.2126111560226354,5.34415409612798,0.05
272.14,335.0,0.4821917808219178,0.26489992919921873,call,3.575,3.5,3.65,23.0,293,2026-08-21,1.2309840523260087,4.571139134869348,0.05
272.14,340.0,0.4821917808219178,0.2642285491943359,call,3.045,2.99,3.1,13.0,856,2026-08-21,1.249356948629382,3.910036360874159,0.05
272.14,345.0,0.4821917808219178,0.26270268554687504,call,2.55,2.51,2.59,27.0,173,2026-08-21,1.2677298449327552,3.2962082139010676,0.05
272.14,350.0,0.4821917808219178,0.262275443725586,call,2.15,2.11,2.19,24.0,811,2026-08-21,1.2861027412361286,2.8061415314276843,0.05
272.14,360.0,0.4821917808219178,0.26215337463378907,call,1.53,1.49,1.57,29.0,224,2026-08-21,1.322848533842875,2.0378212795486057,0.05
272.14,380.0,0.4821917808219178,0.26453372192382807,call,0.8,0.77,0.83,90.0,305,2026-08-21,1.396340119056368,1.1002394184112134,0.05
272.14,390.0,0.4821917808219178,0.26709717285156254,call,0.5900000000000001,0.56,0.62,17.0,131,2026-08-21,1.4330859116631147,0.8281292831477174,0.05
272.14,400.0,0.4821917808219178,0.2691723474121094,call,0.43000000000000005,0.4,0.46,41.0,197,2026-08-21,1.4698317042698612,0.6181326499905264,0.05
272.14,120.0,0.4821917808219178,0.514653291015625,put,0.25,0.22,0.28,20.0,629,2026-08-21,0.44094951128095833,0.19390408205437004,0.05
272.14,125.0,0.4821917808219178,0.5019581054687501,put,0.29500000000000004,0.27,0.32,12.0,64,2026-08-21,0.4593224075843316,0.228893750435045,0.05
272.14,130.0,0.4821917808219178,0.5041553491210937,put,0.42500000000000004,0.33,0.52,12.0,123,2026-08-21,0.47769530388770487,0.33317513252478914,0.05
272.14,140.0,0.4821917808219178,0.49805189453125004,put,0.595,0.47,0.72,10.0,76,2026-08-21,0.5144410964944515,0.572448355823683,0.05
272.14,175.0,0.4821917808219178,0.41431249755859373,put,1.5899999999999999,1.45,1.73,87.0,304,2026-08-21,0.6430513706180643,1.3695087380542112,0.05
272.14,185.0,0.4821917808219178,0.38941040283203127,put,2.035,1.94,2.13,7.0,1445,2026-08-21,0.6797971632248108,1.6806486765955277,0.05
272.14,190.0,0.4821917808219178,0.38623660644531244,put,2.4299999999999997,2.27,2.59,37.0,443,2026-08-21,0.698170059528184,2.056482313050651,0.05
272.14,195.0,0.4821917808219178,0.36853658813476564,put,2.67,2.63,2.71,27.0,756,2026-08-21,0.7165429558315574,2.139039503668357,0.05
272.14,200.0,0.4821917808219178,0.3614565808105469,put,3.075,3.0,3.15,67.0,2585,2026-08-21,0.7349158521349306,2.49323484617943,0.05
272.14,205.0,0.4821917808219178,0.35297277893066403,put,3.5250000000000004,3.45,3.6,58.0,157,2026-08-21,0.7532887484383038,2.853399395490875,0.05
272.14,210.0,0.4821917808219178,0.3443669079589844,put,4.025,3.95,4.1,61.0,2769,2026-08-21,0.7716616447416771,3.253166034103419,0.05
272.14,215.0,0.4821917808219178,0.34052173156738286,put,4.675,4.5,4.85,28.0,189,2026-08-21,0.7900345410450503,3.8702865272579743,0.05
272.14,220.0,0.4821917808219178,0.3332586206054688,put,5.275,5.0,5.55,113.0,2234,2026-08-21,0.8084074373484237,4.439203483267924,0.05
272.14,225.0,0.4821917808219178,0.3253851641845703,put,6.1,5.9,6.3,351.0,869,2026-08-21,0.8267803336517969,5.051046275501946,0.05
272.14,230.0,0.4821917808219178,0.31772532867431635,put,6.95,6.75,7.15,25.0,4206,2026-08-21,0.8451532299551702,5.744661304638981,0.05
272.14,235.0,0.4821917808219178,0.31107256317138665,put,7.875,7.6,8.15,26.0,1048,2026-08-21,0.8635261262585434,6.569975870524225,0.05
272.14,240.0,0.4821917808219178,0.30249720947265624,put,8.9,8.65,9.15,85.0,4767,2026-08-21,0.8818990225619167,7.3884617710418325,0.05
272.14,245.0,0.4821917808219178,0.2913889221191405,put,9.975,9.85,10.1,25.0,1919,2026-08-21,0.90027191886529,8.153491300929481,0.05
272.14,250.0,0.4821917808219178,0.28400374206542955,put,11.275,11.15,11.4,108.0,1628,2026-08-21,0.9186448151686633,9.229904118096186,0.05
272.14,255.0,0.4821917808219178,0.27675588973999016,put,12.725,12.6,12.85,21.0,1286,2026-08-21,0.9370177114720365,10.437350157887863,0.05
272.14,260.0,0.4821917808219178,0.27292597198486324,put,14.475,14.25,14.7,68.0,1059,2026-08-21,0.9553906077754097,12.010989531333848,0.05
272.14,265.0,0.4821917808219178,0.2707287283325196,put,16.450000000000003,16.05,16.85,66.0,248,2026-08-21,0.973763504078783,13.866188666172434,0.05
272.14,270.0,0.4821917808219178,0.2560194027709961,put,18.15,18.05,18.25,35.0,990,2026-08-21,0.9921364003821563,14.99216841931758,0.05
272.14,275.0,0.4821917808219178,0.24886310226440428,put,20.299999999999997,20.2,20.4,19.0,418,2026-08-21,1.0105092966855296,16.823843514305793,0.05
272.14,280.0,0.4821917808219178,0.24233240585327148,put,22.700000000000003,22.6,22.8,8.0,948,2026-08-21,1.028882192988903,18.88890164900687,0.05
272.14,285.0,0.4821917808219178,0.23630524444580076,put,25.325,25.2,25.45,8.0,254,2026-08-21,1.047255089292276,21.19101432967807,0.05
272.14,310.0,0.4821917808219178,0.22412885253906245,put,41.675,40.35,43.0,10.0,93,2026-08-21,1.1391195708091424,37.04228243858023,0.05
272.14,320.0,0.4821917808219178,0.21479056701660154,put,49.7,48.4,51.0,10.0,23,2026-08-21,1.1758653634158889,44.40456638895495,0.05
272.14,90.0,0.5589041095890411,0.8557143334960937,call,183.825,182.1,185.55,6.0,26,2026-09-18,0.33071213346071876,186.06968870743407,0.05
272.14,140.0,0.5589041095890411,0.6387975573730469,call,135.625,134.35,136.9,16.0,1656,2026-09-18,0.5144410964944515,138.95148572513375,0.05
272.14,155.0,0.5589041095890411,0.5751385260009765,call,121.1,119.8,122.4,9.0,87,2026-09-18,0.5695597854045712,124.7366351601456,0.05
272.14,170.0,0.5589041095890411,0.5293626165771486,call,107.05,105.85,108.25,20.0,153,2026-09-18,0.624678474314691,110.93197633118524,0.05
272.14,175.0,0.5589041095890411,0.5188646746826171,call,102.55000000000001,101.2,103.9,50.0,174,2026-09-18,0.6430513706180643,106.490126630453,0.05
272.14,180.0,0.5589041095890411,0.5053760400390624,call,97.975,96.65,99.3,10.0,231,2026-09-18,0.6614242669214375,101.97989612990563,0.05
272.14,250.0,0.5589041095890411,0.3624026162719727,call,39.5,38.3,40.7,22.0,3578,2026-09-18,0.9186448151686633,44.62989003437059,0.05
272.14,255.0,0.5589041095890411,0.3535526071166991,call,36.075,34.9,37.25,55.0,1554,2026-09-18,0.9370177114720365,41.090101333493834,0.05
272.14,260.0,0.5589041095890411,0.34586225433349604,call,32.8,31.6,34.0,26.0,3629,2026-09-18,0.9553906077754097,37.73302748284476,0.05
272.14,265.0,0.5589041095890411,0.3372563833618164,call,29.675,28.55,30.8,25.0,2596,2026-09-18,0.973763504078783,34.41397777673663,0.05
272.14,270.0,0.5589041095890411,0.3165656723022461,call,26.65,26.55,26.75,36.0,5310,2026-09-18,0.9921364003821563,30.260332132812408,0.05
272.14,275.0,0.5589041095890411,0.3098518722534179,call,23.85,23.75,23.95,50.0,3527,2026-09-18,1.0105092966855296,27.305435899734732,0.05
272.14,280.0,0.5589041095890411,0.3037789349365234,call,21.25,21.15,21.35,106.0,5263,2026-09-18,1.028882192988903,24.53819257387282,0.05
272.14,285.0,0.5589041095890411,0.29827056716918937,call,18.85,18.75,18.95,54.0,4140,2026-09-18,1.047255089292276,21.959528397500065,0.05
272.14,290.0,0.5589041095890411,0.2933420275878905,call,16.65,16.55,16.75,37.0,6215,2026-09-18,1.0656279855956494,19.57546362323511,0.05
272.14,295.0,0.5589041095890411,0.2959359957885742,call,14.9,14.5,15.3,88.0,2727,2026-09-18,1.0840008818990226,17.94696907405323,0.05
272.14,300.0,0.5589041095890411,0.2845225357055663,call,12.8,12.7,12.9,294.0,16874,2026-09-18,1.102373778202396,15.342214247403234,0.05
272.14,305.0,0.5589041095890411,0.28008227249145495,call,11.125,11.05,11.2,328.0,730,2026-09-18,1.120746674505769,13.449526491478863,0.05
272.14,310.0,0.5589041095890411,0.2770458038330078,call,9.675,9.6,9.75,457.0,8762,2026-09-18,1.1391195708091424,11.812591093108281,0.05
272.14,315.0,0.5589041095890411,0.27417718017578124,call,8.375,8.3,8.45,25.0,887,2026-09-18,1.1574924671125157,10.328592176362278,0.05
272.14,320.0,0.5589041095890411,0.2716747637939453,call,7.225,7.15,7.3,32.0,1855,2026-09-18,1.1758653634158889,9.005189785841665,0.05
272.14,325.0,0.5589041095890411,0.26963010650634767,call,6.199999999999999,6.1,6.3,53.0,807,2026-09-18,1.1942382597192622,7.8392550966445,0.05
272.14,330.0,0.5589041095890411,0.2674328628540039,call,5.325,5.25,5.4,218.0,3740,2026-09-18,1.2126111560226354,6.781337972604462,0.05
272.14,335.0,0.5589041095890411,0.2661206201171875,call,4.575,4.5,4.65,16.0,1756,2026-09-18,1.2309840523260087,5.887003096233698,0.05
272.14,340.0,0.5589041095890411,0.26508303283691403,call,3.925,3.85,4.0,11.0,777,2026-09-18,1.249356948629382,5.105314449151109,0.05
272.14,345.0,0.5589041095890411,0.2633740655517578,call,3.3499999999999996,3.3,3.4,22.0,404,2026-09-18,1.2677298449327552,4.377261448778256,0.05
272.14,350.0,0.5589041095890411,0.2625500991821289,call,2.865,2.82,2.91,641.0,2176,2026-09-18,1.2861027412361286,3.776636608723024,0.05
272.14,360.0,0.5589041095890411,0.26178716735839846,call,2.0949999999999998,2.05,2.14,6.0,889,2026-09-18,1.322848533842875,2.819036644940386,0.05
272.14,380.0,0.5589041095890411,0.26306889282226564,call,1.155,1.12,1.19,52.0,312,2026-09-18,1.396340119056368,1.6031712971729775,0.05
272.14,400.0,0.5589041095890411,0.27875477111816405,call,0.755,0.62,0.89,500.0,3181,2026-09-18,1.4698317042698612,1.1932483011642105,0.05
272.14,410.0,0.5589041095890411,0.2690502783203125,call,0.5,0.47,0.53,80.0,109,2026-09-18,1.5065774968766077,0.7321313181006186,0.05
272.14,105.0,0.5589041095890411,0.532231240234375,put,0.19,0.16,0.22,5.0,246,2026-09-18,0.38583082237083854,0.14624293213851924,0.05
272.14,125.0,0.5589041095890411,0.4887746435546876,put,0.38,0.35,0.41,45.0,108,2026-09-18,0.4593224075843316,0.31536426487899005,0.05
272.14,150.0,0.5589041095890411,0.43494217407226565,put,0.845,0.81,0.88,5.0,3227,2026-09-18,0.551186889101198,0.6765549705816127,0.05
272.14,160.0,0.5589041095890411,0.42896078857421877,put,1.245,1.11,1.38,13.0,3787,2026-09-18,0.5879326817079444,1.0744073325940677,0.05
272.14,180.0,0.5589041095890411,0.38440557006835935,put,2.09,2.01,2.17,49.0,11754,2026-09-18,0.6614242669214375,1.6813537069967062,0.05
272.14,185.0,0.5589041095890411,0.37280900634765624,put,2.355,2.31,2.4,17.0,3383,2026-09-18,0.6797971632248108,1.8567007538981901,0.05
272.14,190.0,0.5589041095890411,0.36438623901367195,put,2.7,2.66,2.74,20.0,2509,2026-09-18,0.698170059528184,2.1218662091056153,0.05
272.14,195.0,0.5589041095890411,0.3569400244140625,put,3.075,3.0,3.15,15.0,4708,2026-09-18,0.7165429558315574,2.4435067972063464,0.05
272.14,205.0,0.5589041095890411,0.341528801574707,put,4.025,3.95,4.1,18.0,6729,2026-09-18,0.7532887484383038,3.1906029581837245,0.05
272.14,210.0,0.5589041095890411,0.3336248278808594,put,4.575,4.5,4.65,14.0,3822,2026-09-18,0.7716616447416771,3.6232621572587576,0.05
272.14,215.0,0.5589041095890411,0.32660585510253903,put,5.225,5.15,5.3,26.0,2775,2026-09-18,0.7900345410450503,4.13970442928882,0.05
272.14,220.0,0.5589041095890411,0.32413395599365225,put,6.025,5.8,6.25,33.0,1858,2026-09-18,0.8084074373484237,4.913521933140174,0.05
272.14,225.0,0.5589041095890411,0.3166877413940429,put,6.824999999999999,6.6,7.05,39.0,3147,2026-09-18,0.8267803336517969,5.553328519467804,0.05
272.14,230.0,0.5589041095890411,0.3094856649780273,put,7.725,7.5,7.95,90.0,2412,2026-09-18,0.8451532299551702,6.275725376008658,0.05
272.14,235.0,0.5589041095890411,0.3031991067504882,put,8.775,8.55,9.0,148.0,3071,2026-09-18,0.8635261262585434,7.127300260293218,0.05
272.14,240.0,0.5589041095890411,0.29596651306152344,put,9.875,9.65,10.1,577.0,8140,2026-09-18,0.8818990225619167,8.016907945531024,0.05
272.14,245.0,0.5589041095890411,0.2856211575317382,put,10.95,10.8,11.1,105.0,1592,2026-09-18,0.90027191886529,8.807127144898345,0.05
272.14,250.0,0.5589041095890411,0.27803761520385745,put,12.3,12.2,12.4,140.0,6243,2026-09-18,0.9186448151686633,9.860395796375997,0.05
272.14,255.0,0.5589041095890411,0.27136959106445313,put,13.8,13.7,13.9,67.0,3665,2026-09-18,0.9370177114720365,11.088479728878411,0.05
272.14,260.0,0.5589041095890411,0.26538820556640624,put,15.35,15.1,15.6,59.0,2520,2026-09-18,0.9553906077754097,12.49460272765539,0.05
272.14,265.0,0.5589041095890411,0.2655407919311523,put,17.575,17.2,17.95,7.0,2266,2026-09-18,0.973763504078783,14.507462645236686,0.05
272.14,270.0,0.5589041095890411,0.25222000228881836,put,19.299999999999997,19.2,19.4,495.0,3769,2026-09-18,0.9921364003821563,15.651599661135194,0.05
272.14,275.0,0.5589041095890411,0.24607077178955078,put,21.5,21.4,21.6,24.0,677,2026-09-18,1.0105092966855296,17.50117915071894,0.05
272.14,280.0,0.5589041095890411,0.24311059631347653,put,23.55,22.85,24.25,11.0,910,2026-09-18,1.028882192988903,19.78216614916805,0.05
272.14,285.0,0.5589041095890411,0.24210352630615234,put,26.8,26.35,27.25,8.0,500,2026-09-18,1.047255089292276,22.40712669712545,0.05
272.14,290.0,0.5589041095890411,0.24448387359619145,put,29.9,29.1,30.7,10.0,236,2026-09-18,1.0656279855956494,25.490151629999218,0.05
272.14,295.0,0.5589041095890411,0.2230607479858398,put,32.325,32.15,32.5,39.0,126,2026-09-18,1.0840008818990226,26.85631859860308,0.05
272.14,300.0,0.5589041095890411,0.2333755862426758,put,35.45,34.0,36.9,25.0,751,2026-09-18,1.102373778202396,30.926256084907692,0.05
272.14,260.0,0.6356164383561644,0.34979898254394526,call,34.325,32.55,36.1,21.0,294,2026-10-16,0.9553906077754097,40.296486907946274,0.05
272.14,265.0,0.6356164383561644,0.34183397430419915,call,31.150000000000002,29.35,32.95,26.0,50,2026-10-16,0.973763504078783,37.02576526295525,0.05
272.14,270.0,0.6356164383561644,0.3296270651245117,call,28.1,26.65,29.55,132.0,259,2026-10-16,0.9921364003821563,33.50456719394879,0.05
272.14,275.0,0.6356164383561644,0.32996275512695306,call,25.575000000000003,23.8,27.35,18.0,95,2026-10-16,1.0105092966855296,31.141009683263576,0.05
272.14,280.0,0.6356164383561644,0.32642275146484373,call,22.975,21.0,24.95,7.0,185,2026-10-16,1.028882192988903,28.57959755502283,0.05
272.14,285.0,0.6356164383561644,0.30927204406738285,call,20.275,19.05,21.5,26.0,354,2026-10-16,1.047255089292276,24.968527770148327,0.05
272.14,290.0,0.6356164383561644,0.3043282458496094,call,17.9,16.55,19.25,54.0,188,2026-10-16,1.0656279855956494,22.534826607963836,0.05
272.14,300.0,0.6356164383561644,0.3002084140014648,call,14.575,13.5,15.65,27.0,71,2026-10-16,1.102373778202396,18.563096468382028,0.05
272.14,310.0,0.6356164383561644,0.2858347784423828,call,10.7,9.65,11.75,310.0,171,2026-10-16,1.1391195708091424,14.257962394927489,0.05
272.14,215.0,0.6356164383561644,0.32556826782226556,put,5.15,4.05,6.25,20.0,10,2026-10-16,0.7900345410450503,4.83086303658262,0.05
272.14,235.0,0.6356164383561644,0.30191738128662116,put,9.2,8.25,10.15,56.0,10,2026-10-16,0.8635261262585434,7.939739759569406,0.05
272.14,255.0,0.6356164383561644,0.28839822937011705,put,14.575000000000001,12.55,16.6,258.0,271,2026-10-16,0.9370177114720365,13.26537280247885,0.05
272.14,105.0,0.7315068493150685,0.7191190197753907,call,169.825,168.0,171.65,12.0,12,2026-11-20,0.38583082237083854,173.1600332048781,0.05
272.14,120.0,0.7315068493150685,0.6683382775878908,call,155.625,154.3,156.95,65.0,65,2026-11-20,0.44094951128095833,159.35926165691092,0.05
272.14,135.0,0.7315068493150685,0.6107216662597659,call,141.27499999999998,139.6,142.95,20.0,20,2026-11-20,0.49606820019107817,145.4139460632436,0.05
272.14,150.0,0.7315068493150685,0.5662274822998048,call,127.275,125.9,128.65,10.0,92,2026-11-20,0.551186889101198,131.76304796894368,0.05
272.14,170.0,0.7315068493150685,0.5090686300659181,call,108.8,107.55,110.05,20.0,71,2026-11-20,0.624678474314691,113.70247731846857,0.05
272.14,210.0,0.7315068493150685,0.43408769042968753,call,73.57499999999999,72.3,74.85,16.0,33,2026-11-20,0.7716616447416771,80.11264015673035,0.05
272.14,225.0,0.7315068493150685,0.4053099020385742,call,61.45,60.05,62.85,5.0,70,2026-11-20,0.8267803336517969,68.10796924162628,0.05
272.14,240.0,0.7315068493150685,0.3647982221984864,call,49.8,49.15,50.45,5.0,209,2026-11-20,0.8818990225619167,55.67327983169517,0.05
272.14,250.0,0.7315068493150685,0.36081571807861323,call,43.474999999999994,42.55,44.4,5.0,300,2026-11-20,0.9186448151686633,49.405105202971725,0.05
272.14,255.0,0.7315068493150685,0.35535312622070303,call,39.925,38.6,41.25,14.0,335,2026-11-20,0.9370177114720365,46.14874520146964,0.05
272.14,260.0,0.7315068493150685,0.3470066520690917,call,36.825,35.7,37.95,82.0,491,2026-11-20,0.9553906077754097,42.7420628201734,0.05
272.14,265.0,0.7315068493150685,0.3386601779174804,call,33.65,32.55,34.75,53.0,283,2026-11-20,0.973763504078783,39.42089599767942,0.05
272.14,270.0,0.7315068493150685,0.33408258697509763,call,30.9,29.8,32.0,31.0,3426,2026-11-20,0.9921364003821563,36.52557234277728,0.05
272.14,275.0,0.7315068493150685,0.3163520513916015,call,28.049999999999997,27.95,28.15,11.0,199,2026-11-20,1.0105092966855296,32.55043490357838,0.05
272.14,280.0,0.7315068493150685,0.3108742008972168,call,25.450000000000003,25.35,25.55,33.0,892,2026-11-20,1.028882192988903,29.776978013520647,0.05
272.14,285.0,0.7315068493150685,0.3061592822265625,call,23.025,22.9,23.15,132.0,573,2026-11-20,1.047255089292276,27.191352377466274,0.05
272.14,290.0,0.7315068493150685,0.3011544494628906,call,20.75,20.65,20.85,27.0,582,2026-11-20,1.0656279855956494,24.700224597225045,0.05
272.14,295.0,0.7315068493150685,0.29686677261352534,call,18.65,18.55,18.75,8.0,251,2026-11-20,1.0840008818990226,22.39931592599268,0.05
272.14,300.0,0.7315068493150685,0.29280797531127917,call,16.700000000000003,16.6,16.8,49.0,1934,2026-11-20,1.102373778202396,20.244739398691095,0.05
272.14,305.0,0.7315068493150685,0.28897805755615225,call,14.9,14.8,15.0,9.0,243,2026-11-20,1.120746674505769,18.23668640967614,0.05
272.14,320.0,0.7315068493150685,0.27997546203613277,call,10.45,10.35,10.55,15.0,322,2026-11-20,1.1758653634158889,13.172311709014068,0.05
272.14,330.0,0.7315068493150685,0.2807231352233886,call,8.350000000000001,8.05,8.65,18.0,274,2026-11-20,1.2126111560226354,10.922757920930067,0.05
272.14,335.0,0.7315068493150685,0.27365838653564456,call,7.199999999999999,7.1,7.3,19.0,65,2026-11-20,1.2309840523260087,9.357467627416106,0.05
272.14,340.0,0.7315068493150685,0.272193557434082,call,6.35,6.25,6.45,50.0,211,2026-11-20,1.249356948629382,8.336711142032037,0.05
272.14,345.0,0.7315068493150685,0.27103390106201175,call,5.6,5.5,5.7,201.0,217,2026-11-20,1.2677298449327552,7.426877976478444,0.05
272.14,350.0,0.7315068493150685,0.2694470028686523,call,4.9,4.8,5.0,8.0,91,2026-11-20,1.2861027412361286,6.570785460853216,0.05
272.14,375.0,0.7315068493150685,0.26673096557617193,call,2.61,2.55,2.67,10.0,14,2026-11-20,1.3779672227529949,3.6412230439977016,0.05
272.14,380.0,0.7315068493150685,0.266608896484375,call,2.3049999999999997,2.25,2.36,5.0,525,2026-11-20,1.396340119056368,3.2376321458231274,0.05
272.14,390.0,0.7315068493150685,0.26746338012695314,call,1.815,1.76,1.87,63.0,75,2026-11-20,1.4330859116631147,2.5946500511599915,0.05
272.14,400.0,0.7315068493150685,0.2686230364990234,call,1.435,1.38,1.49,36.0,32,2026-11-20,1.4698317042698612,2.0871554743416922,0.05
272.14,100.0,0.7315068493150685,0.508793974609375,put,0.265,0.22,0.31,9.0,140,2026-11-20,0.3674579260674653,0.19692350756280774,0.05
272.14,165.0,0.7315068493150685,0.3859924682617187,put,1.935,1.88,1.99,11.0,43,2026-11-20,0.6063055780113177,1.484433954827038,0.05
272.14,170.0,0.7315068493150685,0.37805797729492185,put,2.215,2.16,2.27,40.0,40,2026-11-20,0.624678474314691,1.6934784606674587,0.05
